Index,Feature,CorrSign,MeanAbsSHAP,DirectionalEffect
15,S,-1.0,0.24885763323828175,-0.24885763323828175
1,C,-1.0,0.2373381789051331,-0.2373381789051331
24,SS8_E,1.0,0.1837222163594578,0.1837222163594578
6,H,-1.0,0.18268927889686953,-0.18268927889686953
0,A,1.0,0.1435558503075597,0.1435558503075597
8,K,1.0,0.09523244395174549,0.09523244395174549
12,P,-1.0,0.0910841635140376,-0.0910841635140376
9,L,-1.0,0.08562182571018266,-0.08562182571018266
7,I,1.0,0.07543510618103369,0.07543510618103369
2,D,1.0,0.07340459008032173,0.07340459008032173
17,V,1.0,0.07324776738442698,0.07324776738442698
30,SS8_-,-1.0,0.06955360680840993,-0.06955360680840993
18,W,-1.0,0.06860234572570531,-0.06860234572570531
31,ASA,-1.0,0.05974615351595215,-0.05974615351595215
5,G,1.0,0.04934344535017906,0.04934344535017906
14,R,-1.0,0.04245195479723947,-0.04245195479723947
22,SS3_C,-1.0,0.03167261458656497,-0.03167261458656497
19,Y,1.0,0.03052705549616109,0.03052705549616109
28,SS8_T,1.0,0.02772943280666198,0.02772943280666198
11,N,1.0,0.024415958611237777,0.024415958611237777
33,AROM,-1.0,0.022891753819324952,-0.022891753819324952
3,E,1.0,0.020798585837192792,0.020798585837192792
26,SS8_I,-1.0,0.01759337368417955,-0.01759337368417955
29,SS8_S,1.0,0.01683755318584159,0.01683755318584159
21,SS3_E,1.0,0.01594621435999496,0.01594621435999496
4,F,-1.0,0.013838669178916435,-0.013838669178916435
27,SS8_B,1.0,0.013607273895258717,0.013607273895258717
32,GRAVY,1.0,0.013135103926807591,0.013135103926807591
16,T,-1.0,0.011915457827902268,-0.011915457827902268
25,SS8_G,1.0,0.011744062722527607,0.011744062722527607
20,SS3_H,-1.0,0.011311564771978993,-0.011311564771978993
13,Q,-1.0,0.011026940786746322,-0.011026940786746322
23,SS8_H,1.0,0.009832821992074074,0.009832821992074074
10,M,1.0,0.004276908164911026,0.004276908164911026
