Feature,DirectionalMean_across_runs
C,-0.23348075585227585
S,-0.2119645334202486
H,-0.1667345788781597
SS8_E,0.1349816693091616
A,0.12520691339537363
D,0.11706233087045166
SS8_-,-0.10821382876951377
L,-0.10078896535388004
ASA,-0.098859891291499
V,0.09414988483180585
P,-0.07936275607589219
W,-0.07445072836184247
K,0.07236840769037425
I,0.07172029346552675
G,0.06760643886625282
SS3_C,-0.04078266285465607
N,0.035425819281309626
Y,0.031731447013679755
SS8_T,0.029101016982921078
R,-0.02427151475983734
SS8_I,0.017429669115090838
Q,-0.01615152928059451
E,0.01591014349755484
SS8_S,-0.015185160068181807
GRAVY,0.013071972312257398
F,-0.012515414669691019
T,-0.012214649969117964
SS8_G,0.01209759529162725
SS3_E,0.011774536532550794
AROM,-0.01171199648577431
M,0.011299371370333445
SS3_H,0.010543329497955375
SS8_B,0.008448615860463644
SS8_H,-0.007290055545409647
