Accuracy,Precision,Recall,F1,ROC_AUC,run
0.8194945848375451,0.7840909090909091,0.69,0.7340425531914894,0.8803389830508475,1
0.7906137184115524,0.7386363636363636,0.65,0.6914893617021277,0.8662146892655367,2
0.7978339350180506,0.7244897959183674,0.71,0.7171717171717171,0.8824293785310735,3
0.8014440433212996,0.7586206896551724,0.66,0.7058823529411765,0.8865536723163842,4
0.8411552346570397,0.7978723404255319,0.75,0.7731958762886598,0.8892655367231638,5
0.8339350180505415,0.8,0.72,0.7578947368421053,0.8851412429378531,6
0.8267148014440433,0.76,0.76,0.76,0.8829378531073447,7
0.8267148014440433,0.7888888888888889,0.71,0.7473684210526316,0.8876271186440677,8
0.8231046931407943,0.7802197802197802,0.71,0.743455497382199,0.888135593220339,9
0.8158844765342961,0.7752808988764045,0.69,0.7301587301587301,0.8796045197740113,10
