Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.8176895306859207,0.8059966926083921,0.8293823687634492,0.7360659246730836,0.7177431955684965,0.7543886537776707,0.8828248587570622,0.8780282635145986,0.8876214539995257,0.7708099666711419,0.7528985198131484,0.7887214135291354,0.7050000000000001,0.6801620133957961,0.7298379866042041
