Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.9609907120743035,0.9589824755706873,0.9629989485779198,0.8563974729069775,0.8481053401570534,0.8646896056569017,0.968397818238895,0.9659101027909581,0.970885533686832,0.8997647135284241,0.89057339298305,0.9089560340737982,0.817391304347826,0.8023673819816443,0.8324152267140078
