Feature,DirectionalMean_across_runs
GRAVY,1.060178766551229
SS8_I,0.3589305104997689
AROM,0.2339238386180414
W,0.21309617298863368
SS3_H,0.20499794700195215
SS8_H,0.20286164366005144
I,0.18011747094628425
ASA,0.15927041402254083
SS8_T,-0.15020856075816483
F,0.14042766063173984
K,-0.13588401818009
V,0.12735231284854917
L,0.12379617325068723
C,-0.11093508767782494
SS3_C,-0.10315361696553556
G,0.10164484914843022
S,-0.09524619583334809
SS8_G,-0.07870682900803748
P,0.07356487682126941
T,0.05951967330524257
SS8_-,-0.05605485483196756
M,0.05164018170620375
N,-0.041828685077984304
D,-0.04176831844624446
SS3_E,-0.0376450723334904
Y,0.02786199026156875
Q,-0.01856715476654397
A,-0.017767193283709792
R,0.016496287750828724
SS8_B,0.00902148850376588
SS8_E,-0.0076431719884854435
H,0.005932849324690328
SS8_S,0.004242078987114231
E,-3.018219236808062e-05
