Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.9592879256965944,0.9562418369134806,0.9623340144797081,0.8473761247448026,0.8362605969641275,0.8584916525254778,0.9672598493172186,0.9651664748700818,0.9693532237643555,0.909630515579981,0.8925415520073179,0.9267194791526441,0.7934782608695652,0.7802622506419641,0.8066942710971663
