Accuracy,Precision,Recall,F1,ROC_AUC,run
0.9535603715170279,0.8690476190476191,0.7934782608695652,0.8295454545454546,0.9657432114267775,1
0.958204334365325,0.9113924050632911,0.782608695652174,0.8421052631578947,0.9629179092764087,2
0.955108359133127,0.8705882352941177,0.8043478260869565,0.8361581920903954,0.9713741955736932,3
0.955108359133127,0.9090909090909091,0.7608695652173914,0.8284023668639053,0.9678818081933762,4
0.9597523219814241,0.9024390243902439,0.8043478260869565,0.8505747126436781,0.9678229477319102,5
0.9628482972136223,0.925,0.8043478260869565,0.8604651162790697,0.964193219274839,6
0.9674922600619195,0.9382716049382716,0.8260869565217391,0.8786127167630058,0.9659982734264637,7
0.9597523219814241,0.9125,0.7934782608695652,0.8488372093023255,0.9693729398838486,8
0.9628482972136223,0.9358974358974359,0.7934782608695652,0.8588235294117647,0.9717273583424895,9
0.958204334365325,0.922077922077922,0.7717391304347826,0.8402366863905325,0.9655666300423795,10
