Feature,DirectionalMean_across_runs
SS3_E,0.5934064259264616
GRAVY,0.38372476272043804
SS8_T,-0.29361503141170964
SS8_I,0.27902193128565056
SS8_S,-0.1774219368056047
P,-0.1631737502311839
R,-0.14363839015611507
N,0.1206112710820475
ASA,-0.08649889380106018
A,-0.08445939756815993
H,0.07904464847640955
K,-0.06823734811595202
Q,0.06553707726352861
SS8_E,0.058752975981356106
W,-0.05804239127382481
S,-0.05752531990863553
I,0.056166430927683496
G,0.05465970570955209
V,0.054324328426886115
SS8_-,-0.05094236444877868
AROM,0.04362901129154363
SS3_H,0.039134410460081696
SS8_G,-0.03731116297646951
T,-0.0354561156905146
SS3_C,-0.035289703352748655
D,-0.03296534588554829
F,0.03197234504212744
M,-0.03128949206539666
E,-0.029110476478184044
C,0.02886637053920494
SS8_H,-0.02290233346913443
SS8_B,0.017941913375121726
Y,-0.009194659732328655
L,0.005586992257621844
