Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.9696594427244583,0.9673132716076253,0.9720056138412912,0.8861617428759937,0.8772889768263534,0.895034508925634,0.9728496311411083,0.9700254943915448,0.9756737678906718,0.9517344395410768,0.9381089071448823,0.9653599719372714,0.8293478260869565,0.8171632667028158,0.8415323854710971
