Accuracy,Precision,Recall,F1,ROC_AUC,run
0.9736842105263158,0.9629629629629629,0.8478260869565217,0.9017341040462428,0.9733950714173599,1
0.9674922600619195,0.9382716049382716,0.8260869565217391,0.8786127167630058,0.9753374666457385,2
0.9674922600619195,0.927710843373494,0.8369565217391305,0.88,0.9695102809606027,3
0.9643962848297214,0.9259259259259259,0.8152173913043478,0.8670520231213873,0.9655862501962016,4
0.9659442724458205,0.9605263157894737,0.7934782608695652,0.8690476190476191,0.9803602260241719,5
0.9736842105263158,0.9629629629629629,0.8478260869565217,0.9017341040462428,0.9711191335740073,6
0.9705882352941176,0.9506172839506173,0.8369565217391305,0.8901734104046243,0.9756710092607126,7
0.9721362229102167,0.9625,0.8369565217391305,0.8953488372093024,0.9733165908020719,8
0.9721362229102167,0.9868421052631579,0.8152173913043478,0.8928571428571429,0.9713349552660493,9
0.9690402476780186,0.9390243902439024,0.8369565217391305,0.8850574712643678,0.9728653272641657,10
