Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.7844765342960288,0.7731180302799414,0.7958350383121162,0.6887916644052593,0.6694618227491542,0.7081215060613644,0.8534632768361583,0.8474798790344827,0.8594466746378339,0.7189868754395569,0.703380253152591,0.7345934977265227,0.6619999999999999,0.6330302532832931,0.6909697467167067
