Accuracy,Precision,Recall,F1,ROC_AUC,run
0.7148906139731828,0.652050919377652,0.4506353861192571,0.5329479768786127,0.743033908670431,1
0.7201834862385321,0.6716417910447762,0.4398826979472141,0.5316007088009451,0.7424860456869149,2
0.723712067748765,0.6769911504424779,0.44868035190615835,0.5396825396825397,0.7480952990117415,3
0.7163020465772759,0.6607929515418502,0.4398826979472141,0.528169014084507,0.7459842722841246,4
0.7095977417078334,0.644927536231884,0.43499511241446726,0.5195563339171045,0.7365799207946657,5
0.7120677487649965,0.6547085201793722,0.4281524926686217,0.5177304964539007,0.7433323995373122,6
0.7201834862385321,0.6606145251396648,0.46236559139784944,0.5439907993099482,0.7452680021569069,7
0.7198306280875089,0.6803149606299213,0.4222873900293255,0.5211097708082026,0.7479760106182864,8
0.7085391672547636,0.6472346786248132,0.4232649071358749,0.5118203309692672,0.7400954199194345,9
0.7148906139731828,0.6507713884992987,0.45356793743890517,0.5345622119815668,0.7485460040277375,10
