Accuracy,Precision,Recall,F1,ROC_AUC,run
0.7417078334509527,0.6947791164658634,0.5073313782991202,0.5864406779661017,0.7854239298994469,1
0.7307692307692307,0.678082191780822,0.4838709677419355,0.5647461494580719,0.7795696225898752,2
0.7374735356386732,0.7018813314037626,0.47409579667644186,0.5659276546091015,0.7768238304744601,3
0.7360621030345801,0.6944837340876945,0.47996089931573804,0.5676300578034682,0.7859064811381301,4
0.739590684544813,0.6981919332406119,0.49071358748778104,0.5763490241102182,0.7832389551632173,5
0.7342978122794637,0.6839237057220708,0.49071358748778104,0.5714285714285714,0.7818625506233493,6
0.7381792519407199,0.703328509406657,0.4750733137829912,0.5670945157526255,0.7824546744587357,7
0.7374735356386732,0.7001434720229556,0.47702834799608995,0.5674418604651162,0.7851950689092884,8
0.7441778405081158,0.71045197740113,0.4916911045943304,0.5811669555170422,0.7833798342161215,9
0.7388849682427664,0.6909581646423751,0.5004887585532747,0.5804988662131519,0.7836901999456996,10
