Feature,DirectionalMean_across_runs
ASA,-0.203518493799068
A,0.17961337260546384
SS8_-,-0.17214010242734767
W,-0.15876622771046672
V,0.15601519002448722
L,-0.1524101711971907
K,0.11097345862606096
S,-0.10357750518404274
D,0.06702923673568525
SS8_G,-0.061935537443821256
H,-0.059661690215865405
SS8_H,-0.059314764139524634
I,0.05535933453405537
Q,0.053319677825471846
E,0.05328154525686803
G,0.043665408535133975
R,-0.0406034022172054
SS8_T,-0.04023137850917245
GRAVY,-0.0378565553618208
C,-0.03368789937271884
SS8_S,-0.03274042629894728
M,-0.03108378235691266
SS8_E,-0.03059051729557663
SS8_I,0.025578561580896424
N,0.018294375972223914
T,-0.01610844042726014
Y,0.014326342424782455
SS3_H,-0.014200398800643199
SS3_C,-0.009424144578902574
AROM,-0.008964505453565957
P,0.00743735159265928
SS3_E,-0.0068335711982822536
SS8_B,0.004705968980188579
F,-0.001988378423184316
