Feature,DirectionalMean_across_runs
GRAVY,1.0349076101798578
V,0.36682106790450597
P,-0.3119088260913257
AROM,0.2940593953720071
I,0.1310531172007536
ASA,0.11667354028245272
Q,0.09484195106396827
G,-0.08837216207653334
A,-0.08190993136455298
SS3_E,0.07416288533203444
D,-0.06476926097493778
S,-0.051861911921790474
Y,0.051493280847116206
H,0.04680801289980779
N,0.04374701789876925
R,-0.03047303886600109
SS8_E,0.02763844189332994
SS3_C,-0.021128898032252992
C,0.020215042419183576
SS8_H,-0.015744852934738658
T,-0.014454440734089014
SS8_-,0.011464446514076878
M,-0.007897439060497747
W,0.00762156936510385
F,0.0074779382562816365
SS8_T,-0.005188708229452747
L,0.004491830825947559
SS8_G,-0.0039384173734448675
E,0.0029920626889756267
SS3_H,-0.0011008054287411852
K,-0.0009616690519730454
SS8_S,0.0
SS8_I,0.0
SS8_B,0.0
