Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.8028880866425994,0.7953637463307264,0.8104124269544724,0.7067691766315921,0.6933317103758015,0.7202066428873827,0.8814293785310735,0.8764003213895016,0.8864584356726454,0.7638062752282665,0.7464557785279025,0.7811567719286305,0.659,0.6345775480667316,0.6834224519332684
