Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.9724458204334366,0.9705066162362607,0.9743850246306126,0.8943251665416815,0.8862639667716987,0.9023863663116642,0.988985245644326,0.987082537377437,0.990887953911215,0.9844240715424926,0.9786183393251352,0.9902298037598499,0.8195652173913043,0.8057526992284982,0.8333777355541103
