Accuracy,Precision,Recall,F1,ROC_AUC,run
0.8158844765342961,0.7578947368421053,0.72,0.7384615384615385,0.8830508474576272,1
0.8303249097472925,0.7912087912087912,0.72,0.7539267015706806,0.8775706214689265,2
0.8014440433212996,0.7142857142857143,0.75,0.7317073170731707,0.8844632768361582,3
0.7978339350180506,0.7391304347826086,0.68,0.7083333333333334,0.8753107344632769,4
0.8303249097472925,0.7789473684210526,0.74,0.7589743589743589,0.8874576271186441,5
0.8194945848375451,0.7777777777777778,0.7,0.7368421052631579,0.8822598870056497,6
0.8158844765342961,0.7634408602150538,0.71,0.7357512953367875,0.8823163841807908,7
0.8122743682310469,0.7727272727272727,0.68,0.723404255319149,0.8722598870056497,8
0.8194945848375451,0.7551020408163265,0.74,0.7474747474747475,0.8875141242937853,9
0.8231046931407943,0.8,0.68,0.7351351351351352,0.8784745762711864,10
