Accuracy_mean,Accuracy_ci_low,Accuracy_ci_high,F1_mean,F1_ci_low,F1_ci_high,ROC_AUC_mean,ROC_AUC_ci_low,ROC_AUC_ci_high,Precision_mean,Precision_ci_low,Precision_ci_high,Recall_mean,Recall_ci_low,Recall_ci_high
0.8166064981949459,0.8089261964281846,0.8242867999617072,0.7370010787942058,0.7265500689678055,0.7474520886206062,0.8810677966101694,0.8774475207857532,0.8846880724345857,0.7650514997076703,0.7470149131945334,0.7830880862208072,0.712,0.692983522353462,0.731016477646538
