Feature,PosCount,NegCount,TotalCount,DominantCount
C,0,10,10,10
feature_224,10,0,10,10
feature_232,10,0,10,10
feature_367,0,9,9,9
feature_78,0,9,9,9
feature_118,0,8,8,8
feature_89,0,8,8,8
feature_419,0,5,5,5
feature_233,4,0,4,4
feature_116,0,3,3,3
feature_220,0,3,3,3
feature_294,3,0,3,3
feature_148,2,0,2,2
feature_282,2,0,2,2
feature_383,2,0,2,2
feature_39,2,0,2,2
feature_406,0,2,2,2
feature_464,2,0,2,2
feature_96,0,2,2,2
H,0,1,1,1
feature_111,1,0,1,1
feature_169,1,0,1,1
feature_181,1,0,1,1
