Accuracy,Precision,Recall,F1,ROC_AUC,run
0.7452364149611856,0.6864931846344485,0.541544477028348,0.6054644808743169,0.7955990679312316,1
0.7466478475652788,0.6894409937888198,0.5425219941348973,0.6072210065645515,0.793916076027189,2
0.739590684544813,0.6774595267745953,0.5317693059628543,0.5958378970427163,0.7892168689981339,3
0.7484121383203952,0.6942355889724311,0.541544477028348,0.6084568918176826,0.7964767282378297,4
0.7388849682427664,0.675776397515528,0.5317693059628543,0.5951859956236324,0.7910920177712717,5
0.7427664079040226,0.683291770573566,0.5356793743890518,0.6005479452054795,0.793196027534568,6
0.7470007057163021,0.6888888888888889,0.5454545454545454,0.6088379705400983,0.7952854636027362,7
0.7417078334509527,0.6844106463878327,0.5278592375366569,0.5960264900662252,0.795699464497669,8
0.7537050105857446,0.711864406779661,0.533724340175953,0.6100558659217877,0.795224469989793,9
0.744530698659139,0.6773428232502966,0.5581622678396871,0.6120042872454448,0.7938572414801909,10
