Feature,DirectionalMean_across_runs
GRAVY,1.0621456533182554
SS8_I,0.41806851926921984
SS3_H,0.36824341343795003
AROM,0.34624149416108
I,0.23119909448432246
K,-0.22513408533822182
F,0.21882617717116243
C,-0.21561754707195555
SS8_G,-0.17492149479225017
SS8_-,-0.16748612487984366
L,0.10996842505897977
SS8_H,0.1043933540013329
S,-0.07717912303744322
Q,-0.07494224812643387
V,0.07405048477239355
ASA,0.05884675340374408
H,-0.055325273742229605
W,-0.051100488412974134
D,-0.043314368632441015
T,0.04131911860404545
SS3_C,0.03808872724730647
M,0.03482225541851276
SS8_S,0.03084930985417062
SS8_E,-0.02662974342776116
P,0.02631979692823312
SS3_E,-0.022595541621574778
N,-0.019666119947453587
R,-0.014813605219314907
G,-0.014785050129168035
SS8_T,-0.010260267018214201
Y,-0.007278816529695538
E,0.006722279497148193
SS8_B,-0.0026413424885979903
A,0.0013748175533397503
