Accuracy,Precision,Recall,F1,ROC_AUC,run
0.9566563467492261,0.8809523809523809,0.8043478260869565,0.8409090909090909,0.9707855909590332,1
0.9613003095975232,0.935064935064935,0.782608695652174,0.8520710059171598,0.9683526918851044,2
0.9628482972136223,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.9728064668026998,3
0.9597523219814241,0.8837209302325582,0.8260869565217391,0.8539325842696629,0.9713349552660493,4
0.9736842105263158,0.9629629629629629,0.8478260869565217,0.9017341040462428,0.9662925757337937,5
0.958204334365325,0.9113924050632911,0.782608695652174,0.8421052631578947,0.9714134358813373,6
0.9705882352941176,0.9506172839506173,0.8369565217391305,0.8901734104046243,0.9634868937372469,7
0.9674922600619195,0.9493670886075949,0.8152173913043478,0.8771929824561403,0.9695102809606028,8
0.9643962848297214,0.9367088607594937,0.8043478260869565,0.8654970760233918,0.9584248940511694,9
0.958204334365325,0.922077922077922,0.7717391304347826,0.8402366863905325,0.9616425992779782,10
