Index,Feature,CorrSign,MeanAbsSHAP,DirectionalEffect
31,ASA,-1.0,0.8412313662379977,-0.8412313662379977
32,GRAVY,1.0,0.6560440082486295,0.6560440082486295
12,P,-1.0,0.30382308459422375,-0.30382308459422375
33,AROM,1.0,0.24918000651972655,0.24918000651972655
17,V,1.0,0.1709470696146516,0.1709470696146516
2,D,-1.0,0.15237287229654892,-0.15237287229654892
13,Q,1.0,0.13572001973537534,0.13572001973537534
7,I,1.0,0.1296226893356412,0.1296226893356412
15,S,-1.0,0.08961757716579731,-0.08961757716579731
0,A,-1.0,0.061559019909743024,-0.061559019909743024
5,G,-1.0,0.05070107368129601,-0.05070107368129601
4,F,1.0,0.0413394378511775,0.0413394378511775
20,SS3_H,-1.0,0.02601000942031331,-0.02601000942031331
11,N,1.0,0.025473962106085192,0.025473962106085192
16,T,-1.0,0.023781499807642707,-0.023781499807642707
9,L,1.0,0.017489291252378778,0.017489291252378778
19,Y,-1.0,0.013224029937854796,-0.013224029937854796
8,K,1.0,0.009109372826788632,0.009109372826788632
10,M,-1.0,0.008936527207268495,-0.008936527207268495
3,E,-1.0,0.008185473467232085,-0.008185473467232085
6,H,1.0,0.0033721522716501943,0.0033721522716501943
1,C,1.0,0.0021540907802310725,0.0021540907802310725
14,R,0.0,0.0,0.0
22,SS3_C,0.0,0.0,0.0
18,W,0.0,0.0,0.0
21,SS3_E,0.0,0.0,0.0
25,SS8_G,0.0,0.0,0.0
24,SS8_E,0.0,0.0,0.0
23,SS8_H,0.0,0.0,0.0
26,SS8_I,0.0,0.0,0.0
29,SS8_S,0.0,0.0,0.0
28,SS8_T,0.0,0.0,0.0
27,SS8_B,0.0,0.0,0.0
30,SS8_-,0.0,0.0,0.0
