Accuracy,Precision,Recall,F1,ROC_AUC,run
0.8086642599277978,0.7640449438202247,0.68,0.7195767195767195,0.8932768361581921,1
0.8014440433212996,0.7586206896551724,0.66,0.7058823529411765,0.8702824858757063,2
0.8194945848375451,0.7450980392156863,0.76,0.7524752475247525,0.8876836158192091,3
0.8194945848375451,0.7777777777777778,0.7,0.7368421052631579,0.8921186440677965,4
0.8158844765342961,0.7525773195876289,0.73,0.7411167512690355,0.8764406779661017,5
0.8194945848375451,0.7906976744186046,0.68,0.7311827956989247,0.8750847457627118,6
0.7833935018050542,0.7222222222222222,0.65,0.6842105263157895,0.8608474576271187,7
0.8014440433212996,0.7319587628865979,0.71,0.7208121827411168,0.8737005649717514,8
0.8122743682310469,0.7608695652173914,0.7,0.7291666666666666,0.8841242937853107,9
0.7978339350180506,0.7558139534883721,0.65,0.6989247311827957,0.8780790960451977,10
